from_stop_id,to_stop_id,via_stop_id,peak,amount
lirr1,lirr36,lirr102,False,800
lirr1,lirr36,lirr63,False,425
lirr1,lirr44,lirr132,True,650
lirr1,lirr44,lirr132,False,650
lirr1,lirr42,lirr214,True,1575
lirr1,lirr42,lirr214,False,1150
lirr1,lirr48,lirr102,True,2975
lirr1,lirr48,lirr132,True,1875
lirr1,lirr48,lirr102,False,2175
lirr1,lirr48,lirr132,False,1875
lirr1,lirr51,lirr102,True,1225
lirr1,lirr51,lirr102,False,900
lirr1,lirr65,lirr102,True,1100
lirr1,lirr65,lirr102,False,800
lirr1,lirr59,lirr132,True,450
lirr1,lirr59,lirr132,False,450
lirr1,lirr63,lirr102,True,1100
lirr1,lirr63,lirr102,False,800
lirr1,lirr56,lirr214,True,1575
lirr1,lirr56,lirr214,False,1150
lirr1,lirr64,lirr102,True,1225
lirr1,lirr64,lirr102,False,900
lirr1,lirr68,lirr102,True,1100
lirr1,lirr68,lirr63,True,425
lirr1,lirr68,lirr102,False,800
lirr1,lirr68,lirr63,False,425
lirr1,lirr66,lirr102,True,1100
lirr1,lirr66,lirr102,False,800
lirr1,lirr72,lirr214,True,1725
lirr1,lirr72,lirr214,False,1250
lirr1,lirr74,lirr102,True,1825
lirr1,lirr74,lirr132,True,900
lirr1,lirr74,lirr102,False,1325
lirr1,lirr74,lirr132,False,900
lirr1,lirr78,lirr132,True,650
lirr1,lirr78,lirr132,False,650
lirr1,lirr73,lirr132,True,1875
lirr1,lirr73,lirr132,False,1875
lirr1,lirr83,lirr102,True,2975
lirr1,lirr83,lirr132,True,1875
lirr1,lirr83,lirr102,False,2175
lirr1,lirr83,lirr132,False,1875
lirr1,lirr84,lirr102,True,1100
lirr1,lirr84,lirr63,True,425
lirr1,lirr84,lirr102,False,800
lirr1,lirr84,lirr63,False,425
lirr1,lirr85,lirr102,True,1100
lirr1,lirr85,lirr102,False,800
lirr1,lirr94,lirr102,True,1100
lirr1,lirr94,lirr102,False,800
lirr1,lirr92,lirr132,True,450
lirr1,lirr92,lirr132,False,450
lirr1,lirr89,lirr102,True,1050
lirr1,lirr89,lirr102,False,775
lirr1,lirr91,lirr132,True,650
lirr1,lirr91,lirr132,False,650
lirr1,lirr101,lirr102,True,1100
lirr1,lirr101,lirr102,False,800
lirr1,lirr99,lirr102,True,1225
lirr1,lirr99,lirr102,False,900
lirr1,lirr100,lirr102,True,1825
lirr1,lirr100,lirr132,True,900
lirr1,lirr100,lirr102,False,1325
lirr1,lirr100,lirr132,False,900
lirr1,lirr111,lirr132,True,900
lirr1,lirr111,lirr132,False,900
lirr1,lirr124,lirr102,True,1100
lirr1,lirr124,lirr102,False,800
lirr1,lirr122,lirr102,True,1050
lirr1,lirr122,lirr102,False,775
lirr1,lirr114,lirr102,True,1100
lirr1,lirr114,lirr102,False,800
lirr1,lirr117,lirr102,True,1575
lirr1,lirr117,lirr102,False,1150
lirr1,lirr120,lirr214,True,1575
lirr1,lirr120,lirr214,False,1150
lirr1,lirr119,lirr102,True,1050
lirr1,lirr119,lirr102,False,775
lirr1,lirr113,lirr102,True,1225
lirr1,lirr113,lirr102,False,900
lirr1,lirr125,lirr102,True,1100
lirr1,lirr125,lirr102,False,800
lirr1,lirr142,lirr102,True,1100
lirr1,lirr142,lirr102,False,800
lirr1,lirr131,lirr214,True,1725
lirr1,lirr131,lirr214,False,1250
lirr1,lirr136,lirr102,True,1225
lirr1,lirr136,lirr102,False,900
lirr1,lirr135,lirr102,True,1225
lirr1,lirr135,lirr102,False,900
lirr1,lirr140,lirr102,True,2275
lirr1,lirr140,lirr132,True,1225
lirr1,lirr140,lirr102,False,1650
lirr1,lirr140,lirr132,False,1225
lirr1,lirr126,lirr132,True,1875
lirr1,lirr126,lirr132,False,1875
lirr1,lirr129,lirr132,True,900
lirr1,lirr129,lirr132,False,900
lirr1,lirr226,lirr102,True,1225
lirr1,lirr226,lirr102,False,900
lirr1,lirr141,lirr102,True,2975
lirr1,lirr141,lirr132,True,1875
lirr1,lirr141,lirr102,False,2175
lirr1,lirr141,lirr132,False,1875
lirr1,lirr130,lirr214,True,1575
lirr1,lirr130,lirr214,False,1150
lirr1,lirr149,lirr102,True,1100
lirr1,lirr149,lirr63,True,425
lirr1,lirr149,lirr102,False,800
lirr1,lirr149,lirr63,False,425
lirr1,lirr153,lirr132,True,650
lirr1,lirr153,lirr132,False,650
lirr1,lirr157,lirr102,True,1825
lirr1,lirr157,lirr132,True,900
lirr1,lirr157,lirr102,False,1325
lirr1,lirr157,lirr132,False,900
lirr1,lirr155,lirr102,True,1225
lirr1,lirr155,lirr102,False,900
lirr1,lirr163,lirr102,True,1825
lirr1,lirr163,lirr132,True,900
lirr1,lirr163,lirr102,False,1325
lirr1,lirr163,lirr132,False,900
lirr1,lirr165,lirr132,True,650
lirr1,lirr165,lirr132,False,650
lirr1,lirr162,lirr214,True,1725
lirr1,lirr162,lirr214,False,1250
lirr1,lirr164,lirr132,True,900
lirr1,lirr164,lirr132,False,900
lirr1,lirr171,lirr214,True,1725
lirr1,lirr171,lirr214,False,1250
lirr1,lirr175,lirr102,True,1050
lirr1,lirr175,lirr102,False,775
lirr1,lirr176,lirr132,True,1875
lirr1,lirr176,lirr132,False,1875
lirr1,lirr183,lirr102,True,1225
lirr1,lirr183,lirr102,False,900
lirr1,lirr179,lirr132,True,900
lirr1,lirr179,lirr132,False,900
lirr1,lirr180,lirr102,True,1050
lirr1,lirr180,lirr102,False,775
lirr1,lirr204,lirr102,True,1825
lirr1,lirr204,lirr132,True,900
lirr1,lirr204,lirr102,False,1325
lirr1,lirr204,lirr132,False,900
lirr1,lirr187,lirr102,True,1225
lirr1,lirr187,lirr102,False,900
lirr1,lirr202,lirr132,True,900
lirr1,lirr202,lirr132,False,900
lirr1,lirr191,lirr102,True,2975
lirr1,lirr191,lirr132,True,1875
lirr1,lirr191,lirr102,False,2175
lirr1,lirr191,lirr132,False,1875
lirr1,lirr190,lirr132,True,1875
lirr1,lirr190,lirr132,False,1875
lirr1,lirr198,lirr102,True,2275
lirr1,lirr198,lirr132,True,1225
lirr1,lirr198,lirr102,False,1650
lirr1,lirr198,lirr132,False,1225
lirr1,lirr184,lirr102,True,1050
lirr1,lirr184,lirr102,False,775
lirr1,lirr193,lirr132,True,900
lirr1,lirr193,lirr132,False,900
lirr1,lirr195,lirr102,True,1100
lirr1,lirr195,lirr63,True,425
lirr1,lirr195,lirr102,False,800
lirr1,lirr195,lirr63,False,425
lirr1,lirr14,lirr132,True,900
lirr1,lirr14,lirr132,False,900
lirr1,lirr205,lirr132,True,450
lirr1,lirr205,lirr132,False,450
lirr1,lirr211,lirr102,True,1100
lirr1,lirr211,lirr102,False,800
lirr1,lirr215,lirr102,True,1225
lirr1,lirr215,lirr102,False,900
lirr1,lirr216,lirr102,True,1100
lirr1,lirr216,lirr102,False,800
lirr1,lirr213,lirr132,True,450
lirr1,lirr213,lirr132,False,450
lirr1,lirr233,lirr102,True,2975
lirr1,lirr233,lirr132,True,1875
lirr1,lirr233,lirr102,False,2175
lirr1,lirr233,lirr132,False,1875
lirr1,lirr219,lirr102,True,1100
lirr1,lirr219,lirr102,False,800
lirr1,lirr217,lirr102,True,1100
lirr1,lirr217,lirr102,False,800
lirr1,lirr220,lirr132,True,650
lirr1,lirr220,lirr132,False,650
lirr1,lirr223,lirr132,True,1225
lirr1,lirr223,lirr132,False,1225
lirr4,lirr1,lirr102,True,2975
lirr4,lirr1,lirr132,True,1875
lirr4,lirr1,lirr102,False,2175
lirr4,lirr1,lirr132,False,1875
lirr4,lirr2,lirr214,True,3200
lirr4,lirr2,lirr214,False,2325
lirr4,lirr25,lirr214,True,3200
lirr4,lirr25,lirr214,False,2325
lirr4,lirr23,lirr102,True,2775
lirr4,lirr23,lirr102,False,2025
lirr4,lirr20,lirr102,True,2975
lirr4,lirr20,lirr92,True,1725
lirr4,lirr20,lirr102,False,2175
lirr4,lirr20,lirr92,False,1725
lirr4,lirr29,lirr102,True,3475
lirr4,lirr29,lirr92,True,2025
lirr4,lirr29,lirr102,False,2525
lirr4,lirr29,lirr92,False,2025
lirr4,lirr11,lirr214,True,3200
lirr4,lirr11,lirr214,False,2325
lirr4,lirr39,lirr102,True,2975
lirr4,lirr39,lirr102,False,2175
lirr4,lirr32,lirr102,True,2775
lirr4,lirr32,lirr102,False,2025
lirr4,lirr33,lirr102,True,3475
lirr4,lirr33,lirr92,True,2025
lirr4,lirr33,lirr102,False,2525
lirr4,lirr33,lirr92,False,2025
lirr4,lirr31,lirr102,True,2975
lirr4,lirr31,lirr125,True,1875
lirr4,lirr31,lirr102,False,2175
lirr4,lirr31,lirr125,False,1875
lirr4,lirr40,lirr102,True,3275
lirr4,lirr40,lirr92,True,1775
lirr4,lirr40,lirr102,False,2375
lirr4,lirr40,lirr92,False,1775
lirr4,lirr36,lirr102,True,2775
lirr4,lirr36,lirr63,True,1850
lirr4,lirr36,lirr102,False,2025
lirr4,lirr36,lirr63,False,1850
lirr4,lirr44,lirr102,True,3275
lirr4,lirr44,lirr92,True,1775
lirr4,lirr44,lirr102,False,2375
lirr4,lirr44,lirr92,False,1775
lirr4,lirr42,lirr214,True,3200
lirr4,lirr42,lirr214,False,2325
lirr4,lirr51,lirr102,True,2975
lirr4,lirr51,lirr125,True,1875
lirr4,lirr51,lirr102,False,2175
lirr4,lirr51,lirr125,False,1875
lirr4,lirr52,lirr102,True,2775
lirr4,lirr52,lirr132,True,1850
lirr4,lirr52,lirr102,False,2025
lirr4,lirr52,lirr132,False,1850
lirr4,lirr65,lirr102,True,2775
lirr4,lirr65,lirr102,False,2025
lirr4,lirr59,lirr102,True,2975
lirr4,lirr59,lirr92,True,1725
lirr4,lirr59,lirr102,False,2175
lirr4,lirr59,lirr92,False,1725
lirr4,lirr63,lirr102,True,2775
lirr4,lirr63,lirr102,False,2025
lirr4,lirr56,lirr214,True,3200
lirr4,lirr56,lirr214,False,2325
lirr4,lirr68,lirr102,True,2775
lirr4,lirr68,lirr63,True,1850
lirr4,lirr68,lirr102,False,2025
lirr4,lirr68,lirr63,False,1850
lirr4,lirr66,lirr102,True,2775
lirr4,lirr66,lirr102,False,2025
lirr4,lirr67,lirr102,True,2975
lirr4,lirr67,lirr132,True,1875
lirr4,lirr67,lirr102,False,2175
lirr4,lirr67,lirr132,False,1875
lirr4,lirr71,lirr102,True,2975
lirr4,lirr71,lirr132,True,1875
lirr4,lirr71,lirr102,False,2175
lirr4,lirr71,lirr132,False,1875
lirr4,lirr76,lirr102,True,2975
lirr4,lirr76,lirr132,True,1875
lirr4,lirr76,lirr102,False,2175
lirr4,lirr76,lirr132,False,1875
lirr4,lirr72,lirr214,True,3375
lirr4,lirr72,lirr214,False,2450
lirr4,lirr78,lirr102,True,3275
lirr4,lirr78,lirr92,True,1775
lirr4,lirr78,lirr102,False,2375
lirr4,lirr78,lirr92,False,1775
lirr4,lirr73,lirr102,True,4350
lirr4,lirr73,lirr92,True,2800
lirr4,lirr73,lirr102,False,3175
lirr4,lirr73,lirr92,False,2800
lirr4,lirr77,lirr102,True,2975
lirr4,lirr77,lirr132,True,1875
lirr4,lirr77,lirr102,False,2175
lirr4,lirr77,lirr132,False,1875
lirr4,lirr84,lirr102,True,2775
lirr4,lirr84,lirr63,True,1850
lirr4,lirr84,lirr102,False,2025
lirr4,lirr84,lirr63,False,1850
lirr4,lirr85,lirr102,True,2775
lirr4,lirr85,lirr102,False,2025
lirr4,lirr94,lirr102,True,2775
lirr4,lirr94,lirr102,False,2025
lirr4,lirr92,lirr102,True,2975
lirr4,lirr92,lirr102,False,2175
lirr4,lirr89,lirr102,True,2700
lirr4,lirr89,lirr102,False,1975
lirr4,lirr91,lirr102,True,3275
lirr4,lirr91,lirr92,True,1775
lirr4,lirr91,lirr102,False,2375
lirr4,lirr91,lirr92,False,1775
lirr4,lirr101,lirr102,True,2775
lirr4,lirr101,lirr102,False,2025
lirr4,lirr99,lirr102,True,2975
lirr4,lirr99,lirr125,True,1875
lirr4,lirr99,lirr102,False,2175
lirr4,lirr99,lirr125,False,1875
lirr4,lirr111,lirr102,True,3475
lirr4,lirr111,lirr92,True,2025
lirr4,lirr111,lirr102,False,2525
lirr4,lirr111,lirr92,False,2025
lirr4,lirr124,lirr102,True,2775
lirr4,lirr124,lirr102,False,2025
lirr4,lirr122,lirr102,True,2700
lirr4,lirr122,lirr102,False,1975
lirr4,lirr114,lirr102,True,2775
lirr4,lirr114,lirr102,False,2025
lirr4,lirr120,lirr214,True,3200
lirr4,lirr120,lirr214,False,2325
lirr4,lirr119,lirr102,True,2700
lirr4,lirr119,lirr102,False,1975
lirr4,lirr123,lirr102,True,2975
lirr4,lirr123,lirr132,True,1875
lirr4,lirr123,lirr102,False,2175
lirr4,lirr123,lirr132,False,1875
lirr4,lirr113,lirr102,True,2975
lirr4,lirr113,lirr125,True,1875
lirr4,lirr113,lirr102,False,2175
lirr4,lirr113,lirr125,False,1875
lirr4,lirr125,lirr102,True,2775
lirr4,lirr125,lirr102,False,2025
lirr4,lirr142,lirr102,True,2775
lirr4,lirr142,lirr102,False,2025
lirr4,lirr131,lirr214,True,3375
lirr4,lirr131,lirr214,False,2450
lirr4,lirr126,lirr102,True,4350
lirr4,lirr126,lirr92,True,2800
lirr4,lirr126,lirr102,False,3175
lirr4,lirr126,lirr92,False,2800
lirr4,lirr129,lirr102,True,3475
lirr4,lirr129,lirr92,True,2025
lirr4,lirr129,lirr102,False,2525
lirr4,lirr129,lirr92,False,2025
lirr4,lirr127,lirr102,True,2775
lirr4,lirr127,lirr102,False,2025
lirr4,lirr132,lirr102,True,2775
lirr4,lirr132,lirr102,False,2025
lirr4,lirr130,lirr214,True,3200
lirr4,lirr130,lirr214,False,2325
lirr4,lirr149,lirr102,True,2775
lirr4,lirr149,lirr63,True,1850
lirr4,lirr149,lirr102,False,2025
lirr4,lirr149,lirr63,False,1850
lirr4,lirr152,lirr102,True,2775
lirr4,lirr152,lirr102,False,2025
lirr4,lirr153,lirr102,True,3275
lirr4,lirr153,lirr92,True,1775
lirr4,lirr153,lirr102,False,2375
lirr4,lirr153,lirr92,False,1775
lirr4,lirr155,lirr102,True,2975
lirr4,lirr155,lirr125,True,1875
lirr4,lirr155,lirr102,False,2175
lirr4,lirr155,lirr125,False,1875
lirr4,lirr154,lirr102,True,2975
lirr4,lirr154,lirr132,True,1875
lirr4,lirr154,lirr102,False,2175
lirr4,lirr154,lirr132,False,1875
lirr4,lirr165,lirr102,True,3275
lirr4,lirr165,lirr92,True,1775
lirr4,lirr165,lirr102,False,2375
lirr4,lirr165,lirr92,False,1775
lirr4,lirr162,lirr214,True,3375
lirr4,lirr162,lirr214,False,2450
lirr4,lirr164,lirr102,True,3475
lirr4,lirr164,lirr92,True,2025
lirr4,lirr164,lirr102,False,2525
lirr4,lirr164,lirr92,False,2025
lirr4,lirr171,lirr214,True,3375
lirr4,lirr171,lirr214,False,2450
lirr4,lirr175,lirr102,True,2700
lirr4,lirr175,lirr102,False,1975
lirr4,lirr176,lirr102,True,4350
lirr4,lirr176,lirr92,True,2800
lirr4,lirr176,lirr102,False,3175
lirr4,lirr176,lirr92,False,2800
lirr4,lirr179,lirr102,True,3475
lirr4,lirr179,lirr92,True,2025
lirr4,lirr179,lirr102,False,2525
lirr4,lirr179,lirr92,False,2025
lirr4,lirr180,lirr102,True,2700
lirr4,lirr180,lirr102,False,1975
lirr4,lirr182,lirr102,True,2975
lirr4,lirr182,lirr132,True,1875
lirr4,lirr182,lirr102,False,2175
lirr4,lirr182,lirr132,False,1875
lirr4,lirr185,lirr102,True,2975
lirr4,lirr185,lirr132,True,1875
lirr4,lirr185,lirr102,False,2175
lirr4,lirr185,lirr132,False,1875
lirr4,lirr202,lirr102,True,3475
lirr4,lirr202,lirr92,True,2025
lirr4,lirr202,lirr102,False,2525
lirr4,lirr202,lirr92,False,2025
lirr4,lirr190,lirr102,True,4350
lirr4,lirr190,lirr92,True,2800
lirr4,lirr190,lirr102,False,3175
lirr4,lirr190,lirr92,False,2800
lirr4,lirr184,lirr102,True,2700
lirr4,lirr184,lirr102,False,1975
lirr4,lirr193,lirr102,True,3475
lirr4,lirr193,lirr92,True,2025
lirr4,lirr193,lirr102,False,2525
lirr4,lirr193,lirr92,False,2025
lirr4,lirr195,lirr102,True,2775
lirr4,lirr195,lirr63,True,1850
lirr4,lirr195,lirr102,False,2025
lirr4,lirr195,lirr63,False,1850
lirr4,lirr14,lirr102,True,3475
lirr4,lirr14,lirr92,True,2025
lirr4,lirr14,lirr102,False,2525
lirr4,lirr14,lirr92,False,2025
lirr4,lirr205,lirr102,True,2975
lirr4,lirr205,lirr92,True,1725
lirr4,lirr205,lirr102,False,2175
lirr4,lirr205,lirr92,False,1725
lirr4,lirr211,lirr102,True,2775
lirr4,lirr211,lirr102,False,2025
lirr4,lirr216,lirr102,True,2775
lirr4,lirr216,lirr102,False,2025
lirr4,lirr213,lirr102,True,2975
lirr4,lirr213,lirr102,False,2175
lirr4,lirr219,lirr102,True,2775
lirr4,lirr219,lirr102,False,2025
lirr4,lirr217,lirr102,True,2775
lirr4,lirr217,lirr102,False,2025
lirr4,lirr220,lirr102,True,3275
lirr4,lirr220,lirr92,True,1775
lirr4,lirr220,lirr102,False,2375
lirr4,lirr220,lirr92,False,1775
lirr4,lirr223,lirr102,True,4000
lirr4,lirr223,lirr92,True,2450
lirr4,lirr223,lirr102,False,2900
lirr4,lirr223,lirr92,False,2450
lirr8,lirr1,lirr102,True,1575
lirr8,lirr1,lirr102,False,1150
lirr8,lirr2,lirr214,True,1825
lirr8,lirr2,lirr214,False,1325
lirr8,lirr25,lirr214,True,1825
lirr8,lirr25,lirr214,False,1325
lirr8,lirr23,lirr102,True,1350
lirr8,lirr23,lirr102,False,975
lirr8,lirr20,lirr102,True,1575
lirr8,lirr20,lirr102,False,1150
lirr8,lirr29,lirr102,True,2125
lirr8,lirr29,lirr102,False,1550
lirr8,lirr11,lirr214,True,1825
lirr8,lirr11,lirr214,False,1325
lirr8,lirr39,lirr102,True,1575
lirr8,lirr39,lirr102,False,1150
lirr8,lirr32,lirr102,True,1350
lirr8,lirr32,lirr211,True,600
lirr8,lirr32,lirr102,False,975
lirr8,lirr32,lirr211,False,600
lirr8,lirr33,lirr102,True,2125
lirr8,lirr33,lirr102,False,1550
lirr8,lirr31,lirr102,True,1575
lirr8,lirr31,lirr125,True,650
lirr8,lirr31,lirr102,False,1150
lirr8,lirr31,lirr125,False,650
lirr8,lirr40,lirr102,True,1850
lirr8,lirr40,lirr102,False,1350
lirr8,lirr36,lirr102,True,1350
lirr8,lirr36,lirr102,False,975
lirr8,lirr44,lirr102,True,1850
lirr8,lirr44,lirr102,False,1350
lirr8,lirr42,lirr214,True,1825
lirr8,lirr42,lirr214,False,1325
lirr8,lirr51,lirr102,True,1575
lirr8,lirr51,lirr125,True,650
lirr8,lirr51,lirr102,False,1150
lirr8,lirr51,lirr125,False,650
lirr8,lirr52,lirr102,True,1350
lirr8,lirr52,lirr102,False,975
lirr8,lirr65,lirr102,True,1350
lirr8,lirr65,lirr211,True,600
lirr8,lirr65,lirr102,False,975
lirr8,lirr65,lirr211,False,600
lirr8,lirr59,lirr102,True,1575
lirr8,lirr59,lirr102,False,1150
lirr8,lirr63,lirr102,True,1350
lirr8,lirr63,lirr102,False,975
lirr8,lirr56,lirr214,True,1825
lirr8,lirr56,lirr214,False,1325
lirr8,lirr68,lirr102,True,1350
lirr8,lirr68,lirr102,False,975
lirr8,lirr66,lirr102,True,1350
lirr8,lirr66,lirr211,True,600
lirr8,lirr66,lirr102,False,975
lirr8,lirr66,lirr211,False,600
lirr8,lirr67,lirr102,True,1575
lirr8,lirr67,lirr102,False,1150
lirr8,lirr71,lirr102,True,1575
lirr8,lirr71,lirr102,False,1150
lirr8,lirr76,lirr102,True,1575
lirr8,lirr76,lirr102,False,1150
lirr8,lirr72,lirr214,True,1975
lirr8,lirr72,lirr214,False,1425
lirr8,lirr78,lirr102,True,1850
lirr8,lirr78,lirr102,False,1350
lirr8,lirr73,lirr102,True,3275
lirr8,lirr73,lirr102,False,2375
lirr8,lirr77,lirr102,True,1575
lirr8,lirr77,lirr102,False,1150
lirr8,lirr84,lirr102,True,1350
lirr8,lirr84,lirr102,False,975
lirr8,lirr85,lirr102,True,1350
lirr8,lirr85,lirr102,False,975
lirr8,lirr94,lirr102,True,1350
lirr8,lirr94,lirr211,True,600
lirr8,lirr94,lirr102,False,975
lirr8,lirr94,lirr211,False,600
lirr8,lirr92,lirr102,True,1575
lirr8,lirr92,lirr102,False,1150
lirr8,lirr89,lirr102,True,1300
lirr8,lirr89,lirr102,False,950
lirr8,lirr91,lirr102,True,1850
lirr8,lirr91,lirr102,False,1350
lirr8,lirr101,lirr102,True,1350
lirr8,lirr101,lirr211,True,600
lirr8,lirr101,lirr102,False,975
lirr8,lirr101,lirr211,False,600
lirr8,lirr99,lirr102,True,1575
lirr8,lirr99,lirr125,True,650
lirr8,lirr99,lirr102,False,1150
lirr8,lirr99,lirr125,False,650
lirr8,lirr111,lirr102,True,2125
lirr8,lirr111,lirr102,False,1550
lirr8,lirr124,lirr102,True,1350
lirr8,lirr124,lirr102,False,975
lirr8,lirr122,lirr102,True,1300
lirr8,lirr122,lirr102,False,950
lirr8,lirr114,lirr102,True,1350
lirr8,lirr114,lirr211,True,600
lirr8,lirr114,lirr102,False,975
lirr8,lirr114,lirr211,False,600
lirr8,lirr120,lirr214,True,1825
lirr8,lirr120,lirr214,False,1325
lirr8,lirr119,lirr102,True,1300
lirr8,lirr119,lirr102,False,950
lirr8,lirr123,lirr102,True,1575
lirr8,lirr123,lirr102,False,1150
lirr8,lirr113,lirr102,True,1575
lirr8,lirr113,lirr125,True,650
lirr8,lirr113,lirr102,False,1150
lirr8,lirr113,lirr125,False,650
lirr8,lirr125,lirr102,True,1350
lirr8,lirr125,lirr102,False,975
lirr8,lirr142,lirr102,True,1350
lirr8,lirr142,lirr102,False,975
lirr8,lirr131,lirr214,True,1975
lirr8,lirr131,lirr214,False,1425
lirr8,lirr126,lirr102,True,3275
lirr8,lirr126,lirr102,False,2375
lirr8,lirr129,lirr102,True,2125
lirr8,lirr129,lirr102,False,1550
lirr8,lirr127,lirr102,True,1350
lirr8,lirr127,lirr102,False,975
lirr8,lirr132,lirr102,True,1350
lirr8,lirr132,lirr102,False,975
lirr8,lirr130,lirr214,True,1825
lirr8,lirr130,lirr214,False,1325
lirr8,lirr149,lirr102,True,1350
lirr8,lirr149,lirr102,False,975
lirr8,lirr152,lirr102,True,1350
lirr8,lirr152,lirr102,False,975
lirr8,lirr153,lirr102,True,1850
lirr8,lirr153,lirr102,False,1350
lirr8,lirr155,lirr102,True,1575
lirr8,lirr155,lirr125,True,650
lirr8,lirr155,lirr102,False,1150
lirr8,lirr155,lirr125,False,650
lirr8,lirr154,lirr102,True,1575
lirr8,lirr154,lirr102,False,1150
lirr8,lirr165,lirr102,True,1850
lirr8,lirr165,lirr102,False,1350
lirr8,lirr162,lirr214,True,1975
lirr8,lirr162,lirr214,False,1425
lirr8,lirr164,lirr102,True,2125
lirr8,lirr164,lirr102,False,1550
lirr8,lirr171,lirr214,True,1975
lirr8,lirr171,lirr214,False,1425
lirr8,lirr175,lirr102,True,1300
lirr8,lirr175,lirr102,False,950
lirr8,lirr176,lirr102,True,3275
lirr8,lirr176,lirr102,False,2375
lirr8,lirr179,lirr102,True,2125
lirr8,lirr179,lirr102,False,1550
lirr8,lirr180,lirr102,True,1300
lirr8,lirr180,lirr102,False,950
lirr8,lirr182,lirr102,True,1575
lirr8,lirr182,lirr102,False,1150
lirr8,lirr185,lirr102,True,1575
lirr8,lirr185,lirr102,False,1150
lirr8,lirr202,lirr102,True,2125
lirr8,lirr202,lirr102,False,1550
lirr8,lirr190,lirr102,True,3275
lirr8,lirr190,lirr102,False,2375
lirr8,lirr184,lirr102,True,1300
lirr8,lirr184,lirr102,False,950
lirr8,lirr193,lirr102,True,2125
lirr8,lirr193,lirr102,False,1550
lirr8,lirr195,lirr102,True,1350
lirr8,lirr195,lirr102,False,975
lirr8,lirr14,lirr102,True,2125
lirr8,lirr14,lirr102,False,1550
lirr8,lirr205,lirr102,True,1575
lirr8,lirr205,lirr102,False,1150
lirr8,lirr211,lirr102,True,1350
lirr8,lirr211,lirr102,False,975
lirr8,lirr216,lirr102,True,1350
lirr8,lirr216,lirr102,False,975
lirr8,lirr213,lirr102,True,1575
lirr8,lirr213,lirr102,False,1150
lirr8,lirr219,lirr102,True,1350
lirr8,lirr219,lirr102,False,975
lirr8,lirr217,lirr102,True,1350
lirr8,lirr217,lirr211,True,600
lirr8,lirr217,lirr102,False,975
lirr8,lirr217,lirr211,False,600
lirr8,lirr220,lirr102,True,1850
lirr8,lirr220,lirr102,False,1350
lirr8,lirr223,lirr102,True,2600
lirr8,lirr223,lirr102,False,1900
lirr241,lirr55,lirr102,True,1200
lirr241,lirr55,lirr102,False,875
lirr241,lirr107,lirr102,True,1200
lirr241,lirr107,lirr102,False,875
lirr241,lirr237,lirr102,True,1200
lirr241,lirr237,lirr102,False,875
lirr241,lirr214,lirr102,True,1200
lirr241,lirr214,lirr102,False,875
lirr2,lirr1,lirr214,True,1575
lirr2,lirr1,lirr214,False,1150
lirr2,lirr4,lirr214,True,3200
lirr2,lirr4,lirr214,False,2325
lirr2,lirr8,lirr214,True,1825
lirr2,lirr8,lirr214,False,1325
lirr2,lirr27,lirr214,True,1825
lirr2,lirr27,lirr214,False,1325
lirr2,lirr225,lirr214,True,1575
lirr2,lirr225,lirr214,False,1150
lirr2,lirr26,lirr214,True,2050
