fare_area_id,stop_id
nyct_subway_155_st_ind_8_av,nyct_subway_A11S
nyct_subway_155_st_ind_concourse,nyct_subway_D12N
nyct_subway_155_st_ind_concourse,nyct_subway_D12S
nyct_subway_161_st_yankee_stadium,nyct_subway_414N
nyct_subway_161_st_yankee_stadium,nyct_subway_414S
nyct_subway_161_st_yankee_stadium,nyct_subway_D11N
nyct_subway_161_st_yankee_stadium,nyct_subway_D11S
nyct_subway_167_st_ind_concourse,nyct_subway_D10N
nyct_subway_167_st_ind_concourse,nyct_subway_D10S
nyct_subway_168_st,nyct_subway_A09N
nyct_subway_168_st,nyct_subway_A09S
nyct_subway_168_st,nyct_subway_112N
nyct_subway_168_st,nyct_subway_112S
nyct_subway_169_st,nyct_subway_F02N
nyct_subway_169_st,nyct_subway_F02S
nyct_subway_170_st_ind_concourse,nyct_subway_D09N
nyct_subway_170_st_ind_concourse,nyct_subway_D09S
nyct_subway_174_175_sts,nyct_subway_D08N
nyct_subway_174_175_sts,nyct_subway_D08S
nyct_subway_18_av_ind_culver,nyct_subway_F30N
nyct_subway_18_av_ind_culver,nyct_subway_F30S
nyct_subway_18_av_bmt_sea_beach,nyct_subway_N05N
nyct_subway_18_av_bmt_sea_beach,nyct_subway_N05S
nyct_subway_182_183_sts,nyct_subway_D06N
nyct_subway_182_183_sts,nyct_subway_D06S
nyct_subway_2_av,nyct_subway_F14N
nyct_subway_2_av,nyct_subway_F14S
nyct_subway_20_av_bmt_sea_beach_line,nyct_subway_N06N
nyct_subway_20_av_bmt_sea_beach_line,nyct_subway_N06S
nyct_subway_21_st_queensbridge,nyct_subway_B04N
nyct_subway_21_st_queensbridge,nyct_subway_B04S
nyct_subway_219_st,nyct_subway_207N
nyct_subway_219_st,nyct_subway_207S
nyct_subway_225_st,nyct_subway_206N
nyct_subway_225_st,nyct_subway_206S
nyct_subway_23rd_st_ind_eighth_av,nyct_subway_A30N
nyct_subway_23rd_st_ind_eighth_av,nyct_subway_A30S
nyct_subway_233_st,nyct_subway_205N
nyct_subway_233_st,nyct_subway_205S
nyct_subway_3_av_138_st,nyct_subway_619N
nyct_subway_3_av_138_st,nyct_subway_619S
nyct_subway_30_av,nyct_subway_R04N
nyct_subway_30_av,nyct_subway_R04S
nyct_subway_34_st_herald_sq,nyct_subway_D17N
nyct_subway_34_st_herald_sq,nyct_subway_D17S
nyct_subway_34_st_herald_sq,nyct_subway_R17N
nyct_subway_34_st_herald_sq,nyct_subway_R17S
nyct_subway_34_st_11_av,nyct_subway_726N
nyct_subway_34_st_11_av,nyct_subway_726S
nyct_subway_34_st_irt_7_av,nyct_subway_128N
nyct_subway_34_st_irt_7_av,nyct_subway_128S
nyct_subway_34_st_ind_8_av,nyct_subway_A28N
nyct_subway_34_st_ind_8_av,nyct_subway_A28S
nyct_subway_36 Av,nyct_subway_R06N
nyct_subway_36 Av,nyct_subway_R06S
nyct_subway_36_st_bmt_4_av,nyct_subway_R36N
nyct_subway_36_st_bmt_4_av,nyct_subway_R36S
nyct_subway_39_av,nyct_subway_R08N
nyct_subway_39_av,nyct_subway_R08S
nyct_subway_4_av_9_st,nyct_subway_F23N
nyct_subway_4_av_9_st,nyct_subway_F23S
nyct_subway_4_av_9_st,nyct_subway_R33N
nyct_subway_4_av_9_st,nyct_subway_R33S
nyct_subway_42_st_5_av,nyct_subway_D16N
nyct_subway_42_st_5_av,nyct_subway_D16S
nyct_subway_42_st_5_av,nyct_subway_724N
nyct_subway_42_st_5_av,nyct_subway_724S
nyct_subway_times_sq_42_st_pabt,nyct_subway_A27N
nyct_subway_times_sq_42_st_pabt,nyct_subway_A27S
nyct_subway_times_sq_42_st_pabt,nyct_subway_127N
nyct_subway_times_sq_42_st_pabt,nyct_subway_127S
nyct_subway_times_sq_42_st_pabt,nyct_subway_725N
nyct_subway_times_sq_42_st_pabt,nyct_subway_725S
nyct_subway_times_sq_42_st_pabt,nyct_subway_902N
nyct_subway_times_sq_42_st_pabt,nyct_subway_902S
nyct_subway_times_sq_42_st_pabt,nyct_subway_R16N
nyct_subway_times_sq_42_st_pabt,nyct_subway_R16S
nyct_subway_45_st,nyct_subway_R39N
nyct_subway_45_st,nyct_subway_R39S
nyct_subway_47_50_st_rockefeller,nyct_subway_D15N
nyct_subway_47_50_st_rockefeller,nyct_subway_D15S
nyct_subway_5_av_53_st,nyct_subway_F12N
nyct_subway_5_av_53_st,nyct_subway_F12S
nyct_subway_5_av_59_st,nyct_subway_R13N
nyct_subway_5_av_59_st,nyct_subway_R13S
nyct_subway_51_st_lexington,nyct_subway_630N
nyct_subway_51_st_lexington,nyct_subway_630S
nyct_subway_51_st_lexington,nyct_subway_F11N
nyct_subway_51_st_lexington,nyct_subway_F11S
nyct_subway_53_st,nyct_subway_R40N
nyct_subway_53_st,nyct_subway_R40S
nyct_subway_57_st,nyct_subway_B10N
nyct_subway_57_st,nyct_subway_B10S
nyct_subway_57_st_7av,nyct_subway_R14N
nyct_subway_57_st_7av,nyct_subway_R14S
nyct_subway_lex_av_59_st_63_st,nyct_subway_629N
nyct_subway_lex_av_59_st_63_st,nyct_subway_629S
nyct_subway_lex_av_59_st_63_st,nyct_subway_B08N
nyct_subway_lex_av_59_st_63_st,nyct_subway_B08S
nyct_subway_lex_av_59_st_63_st,nyct_subway_R11N
nyct_subway_lex_av_59_st_63_st,nyct_subway_R11S
nyct_subway_59_st,nyct_subway_R41N
nyct_subway_59_st,nyct_subway_R41S
nyct_subway_59_st_columbus_circle,nyct_subway_125N
nyct_subway_59_st_columbus_circle,nyct_subway_125S
nyct_subway_59_st_columbus_circle,nyct_subway_A24N
nyct_subway_59_st_columbus_circle,nyct_subway_A24S
nyct_subway_63_dr,nyct_subway_G10N
nyct_subway_63_dr,nyct_subway_G10S
nyct_subway_65_st,nyct_subway_G15N
nyct_subway_65_st,nyct_subway_G15S
nyct_subway_66_st,nyct_subway_124N
nyct_subway_66_st,nyct_subway_124S
nyct_subway_67_av,nyct_subway_G09S
nyct_subway_67_av,nyct_subway_G09N
nyct_subway_68_st,nyct_subway_628N
nyct_subway_68_st,nyct_subway_628S
nyct_subway_7_av_bmt_brighton,nyct_subway_D25N
nyct_subway_7_av_bmt_brighton,nyct_subway_D25S
nyct_subway_7_av_ind_6_av,nyct_subway_D14N
nyct_subway_7_av_ind_6_av,nyct_subway_D14S
nyct_subway_7_av_culver,nyct_subway_F24N
nyct_subway_7_av_culver,nyct_subway_F24S
nyct_subway_72_st_irt_broadway,nyct_subway_123N
nyct_subway_72_st_irt_broadway,nyct_subway_123S
nyct_subway_72_st_ind_8_av,nyct_subway_A22N
nyct_subway_72_st_ind_8_av,nyct_subway_A22S
nyct_subway_72_st_2_av,nyct_subway_Q03N
nyct_subway_72_st_2_av,nyct_subway_Q03S
nyct_subway_75_st,nyct_subway_J17N
nyct_subway_75_st,nyct_subway_J17S
nyct_subway_8_av_bmt_sea,nyct_subway_N02N
nyct_subway_8_av_bmt_sea,nyct_subway_N02S
nyct_subway_81_st_ind_8_av,nyct_subway_A21N
nyct_subway_81_st_ind_8_av,nyct_subway_A21S
nyct_subway_86_st_ind_8_av,nyct_subway_A20N
nyct_subway_86_st_ind_8_av,nyct_subway_A20S
nyct_subway_86_st_bmt_sea,nyct_subway_N10N
nyct_subway_86_st_bmt_sea,nyct_subway_N10S
nyct_subway_86_st_2_av,nyct_subway_Q04N
nyct_subway_86_st_2_av,nyct_subway_Q04S
nyct_subway_96_st_irt_broadway,nyct_subway_120N
nyct_subway_96_st_irt_broadway,nyct_subway_120S
nyct_subway_96_st_ind_8_av,nyct_subway_A19N
nyct_subway_96_st_ind_8_av,nyct_subway_A19S
nyct_subway_96_st_2_av,nyct_subway_Q05N
nyct_subway_96_st_2_av,nyct_subway_Q05S
nyct_subway_alabama_av,nyct_subway_J24N
nyct_subway_alabama_av,nyct_subway_J24S
nyct_subway_allerton_av,nyct_subway_210N
nyct_subway_allerton_av,nyct_subway_210S
nyct_subway_astoria_ditmars_blvd,nyct_subway_R01N
nyct_subway_astoria_ditmars_blvd,nyct_subway_R01S
nyct_subway_astoria_blvd,nyct_subway_R03N
nyct_subway_astoria_blvd,nyct_subway_R03S
nyct_subway_atlantic_av_barclays,nyct_subway_235N
nyct_subway_atlantic_av_barclays,nyct_subway_235S
nyct_subway_atlantic_av_barclays,nyct_subway_D24N
nyct_subway_atlantic_av_barclays,nyct_subway_D24S
nyct_subway_atlantic_av_barclays,nyct_subway_R31N
nyct_subway_atlantic_av_barclays,nyct_subway_R31S
nyct_subway_avenue_i_ind_culver,nyct_subway_F31N
nyct_subway_avenue_i_ind_culver,nyct_subway_F31S
nyct_subway_avenue_n_ind_culver,nyct_subway_F33N
nyct_subway_avenue_n_ind_culver,nyct_subway_F33S
nyct_subway_avenue_p_ind_culver,nyct_subway_F34N
nyct_subway_avenue_p_ind_culver,nyct_subway_F34S
nyct_subway_avenue_u_ind_culver,nyct_subway_F36N
nyct_subway_avenue_u_ind_culver,nyct_subway_F36S
nyct_subway_avenue_u_bmt_sea,nyct_subway_N09N
nyct_subway_avenue_u_bmt_sea,nyct_subway_N09S
nyct_subway_avenue_x_ind_culver,nyct_subway_F38N
nyct_subway_avenue_x_ind_culver,nyct_subway_F38S
nyct_subway_bay_pkwy_bmt_sea,nyct_subway_N07N
nyct_subway_bay_pkwy_bmt_sea,nyct_subway_N07S
nyct_subway_bay_pkwy_ind_culver,nyct_subway_F32N
nyct_subway_bay_pkwy_ind_culver,nyct_subway_F32S
nyct_subway_bedford_pk_ind_concourse,nyct_subway_D03N
nyct_subway_bedford_pk_ind_concourse,nyct_subway_D03S
nyct_subway_broadway_lafayette_bleecker,nyct_subway_637N
nyct_subway_broadway_lafayette_bleecker,nyct_subway_637S
nyct_subway_broadway_lafayette_bleecker,nyct_subway_D21N
nyct_subway_broadway_lafayette_bleecker,nyct_subway_D21S
nyct_subway_borough_hall_court_st,nyct_subway_232N
nyct_subway_borough_hall_court_st,nyct_subway_232S
nyct_subway_borough_hall_court_st,nyct_subway_423N
nyct_subway_borough_hall_court_st,nyct_subway_423S
nyct_subway_borough_hall_court_st,nyct_subway_R28N
nyct_subway_borough_hall_court_st,nyct_subway_R28S
nyct_subway_bowery,nyct_subway_M19N
nyct_subway_bowery,nyct_subway_M19S
nyct_subway_bowling_green,nyct_subway_420N
nyct_subway_bowling_green,nyct_subway_420S
nyct_subway_brighton_beach,nyct_subway_D40N
nyct_subway_brighton_beach,nyct_subway_D40S
nyct_subway_broad_channel,nyct_subway_H04N
nyct_subway_broad_channel,nyct_subway_H04S
nyct_subway_broad_st,nyct_subway_M23N
nyct_subway_broad_st,nyct_subway_M23S
nyct_subway_broadway_ind_crosstown,nyct_subway_G30N
nyct_subway_broadway_ind_crosstown,nyct_subway_G30S
nyct_subway_broadway_bmt_astoria,nyct_subway_R05N
nyct_subway_broadway_bmt_astoria,nyct_subway_R05S
nyct_subway_broadway_jct,nyct_subway_A51N
nyct_subway_broadway_jct,nyct_subway_A51S
nyct_subway_broadway_jct,nyct_subway_J27N
nyct_subway_broadway_jct,nyct_subway_J27S
nyct_subway_broadway_jct,nyct_subway_L22N
nyct_subway_broadway_jct,nyct_subway_L22S
nyct_subway_bronx_park_east,nyct_subway_212N
nyct_subway_bronx_park_east,nyct_subway_212S
nyct_subway_brooklyn_br_chambers_st,nyct_subway_640N
nyct_subway_brooklyn_br_chambers_st,nyct_subway_640S
nyct_subway_brooklyn_br_chambers_st,nyct_subway_M21N
nyct_subway_brooklyn_br_chambers_st,nyct_subway_M21S
nyct_subway_buhre_av,nyct_subway_602N
nyct_subway_buhre_av,nyct_subway_602S
nyct_subway_burke_av,nyct_subway_209N
nyct_subway_burke_av,nyct_subway_209S
nyct_subway_canal_st_ind_8_av,nyct_subway_A34N
nyct_subway_canal_st_ind_8_av,nyct_subway_A34S
nyct_subway_canal_st_chinatown,nyct_subway_639N
nyct_subway_canal_st_chinatown,nyct_subway_639S
nyct_subway_canal_st_chinatown,nyct_subway_M20N
nyct_subway_canal_st_chinatown,nyct_subway_M20S
nyct_subway_canal_st_chinatown,nyct_subway_Q01N
nyct_subway_canal_st_chinatown,nyct_subway_Q01S
nyct_subway_canal_st_chinatown,nyct_subway_R23N
nyct_subway_canal_st_chinatown,nyct_subway_R23S
nyct_subway_carroll_st,nyct_subway_F21N
nyct_subway_carroll_st,nyct_subway_F21S
nyct_subway_castle_hill_av,nyct_subway_607N
nyct_subway_castle_hill_av,nyct_subway_607S
nyct_subway_cathedral_pkwy_110_st_ind_8_av,nyct_subway_A17N
nyct_subway_cathedral_pkwy_110_st_ind_8_av,nyct_subway_A17S
nyct_subway_central_park_north_110_st,nyct_subway_227N
nyct_subway_central_park_north_110_st,nyct_subway_227S
nyct_subway_chambers_st_irt_broadway,nyct_subway_137N
nyct_subway_chambers_st_irt_broadway,nyct_subway_137S
nyct_subway_chambers_wtc_park_pl_cortlandt,nyct_subway_A36N
nyct_subway_chambers_wtc_park_pl_cortlandt,nyct_subway_A36S
nyct_subway_chambers_wtc_park_pl_cortlandt,nyct_subway_E01N
nyct_subway_chambers_wtc_park_pl_cortlandt,nyct_subway_E01S
nyct_subway_chambers_wtc_park_pl_cortlandt,nyct_subway_228N
nyct_subway_chambers_wtc_park_pl_cortlandt,nyct_subway_228S
nyct_subway_chambers_wtc_park_pl_cortlandt,nyct_subway_R25N
nyct_subway_chambers_wtc_park_pl_cortlandt,nyct_subway_R25S
nyct_subway_chauncey_st,nyct_subway_J28N
nyct_subway_chauncey_st,nyct_subway_J28S
nyct_subway_church_av_bmt_brighton,nyct_subway_D28N
nyct_subway_church_av_bmt_brighton,nyct_subway_D28S
nyct_subway_church_av_ind_culver,nyct_subway_F27N
nyct_subway_church_av_ind_culver,nyct_subway_F27S
nyct_subway_city_hall,nyct_subway_R24N
nyct_subway_city_hall,nyct_subway_R24S
nyct_subway_clark_st,nyct_subway_231N
nyct_subway_clark_st,nyct_subway_231S
nyct_subway_clinton_washington,nyct_subway_G35N
nyct_subway_clinton_washington,nyct_subway_G35S
nyct_subway_coney_island,nyct_subway_D43N
nyct_subway_coney_island,nyct_subway_D43S
nyct_subway_court_sq,nyct_subway_719N
nyct_subway_court_sq,nyct_subway_719S
nyct_subway_court_sq,nyct_subway_F09N
nyct_subway_court_sq,nyct_subway_F09S
nyct_subway_court_sq,nyct_subway_G22N
nyct_subway_court_sq,nyct_subway_G22S
nyct_subway_crescent_st,nyct_subway_J20N
nyct_subway_crescent_st,nyct_subway_J20S
nyct_subway_crown_hts_utica_av,nyct_subway_250N
nyct_subway_crown_hts_utica_av,nyct_subway_250S
nyct_subway_dekalb_av,nyct_subway_R30N
nyct_subway_dekalb_av,nyct_subway_R30S
nyct_subway_delancey_st,nyct_subway_F15N
nyct_subway_delancey_st,nyct_subway_F15S
nyct_subway_delancey_st,nyct_subway_M18N
nyct_subway_delancey_st,nyct_subway_M18S
nyct_subway_ditmas_av,nyct_subway_F29N
nyct_subway_ditmas_av,nyct_subway_F29S
nyct_subway_dyckman_st_irt_broadway,nyct_subway_109N
nyct_subway_dyckman_st_irt_broadway,nyct_subway_109S
nyct_subway_dyckman_st_ind_8_av,nyct_subway_A03N
nyct_subway_dyckman_st_ind_8_av,nyct_subway_A03S
nyct_subway_e_180_st,nyct_subway_213N
nyct_subway_e_180_st,nyct_subway_213S
nyct_subway_east_broadway,nyct_subway_F16N
nyct_subway_east_broadway,nyct_subway_F16S
nyct_subway_eastchester_dyre,nyct_subway_501N
nyct_subway_eastchester_dyre,nyct_subway_501S
nyct_subway_eastern_pkwy,nyct_subway_238N
nyct_subway_eastern_pkwy,nyct_subway_238S
nyct_subway_elder_av,nyct_subway_611N
nyct_subway_elder_av,nyct_subway_611S
nyct_subway_elmhurst_av,nyct_subway_G13N
nyct_subway_elmhurst_av,nyct_subway_G13S
nyct_subway_euclid_av,nyct_subway_A55N
nyct_subway_euclid_av,nyct_subway_A55S
nyct_subway_flatbush_av,nyct_subway_247N
nyct_subway_flatbush_av,nyct_subway_247S
nyct_subway_flushing_main_st,nyct_subway_701N
nyct_subway_flushing_main_st,nyct_subway_701S
nyct_subway_flushing_av,nyct_subway_M12N
nyct_subway_flushing_av,nyct_subway_M12S
nyct_subway_fordham_rd,nyct_subway_D05N
nyct_subway_fordham_rd,nyct_subway_D05S
nyct_subway_forest_hills_71_av,nyct_subway_G08N
nyct_subway_forest_hills_71_av,nyct_subway_G08S
nyct_subway_fort_hamilton_pkwy_ind_culver,nyct_subway_F26N
nyct_subway_fort_hamilton_pkwy_ind_culver,nyct_subway_F26S
nyct_subway_fort_hamilton_pkwy_bmt_sea,nyct_subway_N03N
nyct_subway_fort_hamilton_pkwy_bmt_sea,nyct_subway_N03S
nyct_subway_franklin_av_botanic_garden,nyct_subway_239N
nyct_subway_franklin_av_botanic_garden,nyct_subway_239S
nyct_subway_franklin_av_botanic_garden,nyct_subway_S04N
nyct_subway_franklin_av_botanic_garden,nyct_subway_S04S
nyct_subway_franklin_av_fulton_st,nyct_subway_A45N
nyct_subway_franklin_av_fulton_st,nyct_subway_A45S
nyct_subway_franklin_av_fulton_st,nyct_subway_S01N
nyct_subway_franklin_av_fulton_st,nyct_subway_S01S
nyct_subway_fulton_st,nyct_subway_229N
nyct_subway_fulton_st,nyct_subway_229S
nyct_subway_fulton_st,nyct_subway_418N
nyct_subway_fulton_st,nyct_subway_418S
nyct_subway_fulton_st,nyct_subway_A38N
nyct_subway_fulton_st,nyct_subway_A38S
nyct_subway_fulton_st,nyct_subway_M22N
nyct_subway_fulton_st,nyct_subway_M22S
nyct_subway_gates_av,nyct_subway_J30N
nyct_subway_gates_av,nyct_subway_J30S
nyct_subway_grand_army_plaza,nyct_subway_237N
nyct_subway_grand_army_plaza,nyct_subway_237S
nyct_subway_grand_av_newtown,nyct_subway_G12N
nyct_subway_grand_av_newtown,nyct_subway_G12S
nyct_subway_grand_central,nyct_subway_631N
nyct_subway_grand_central,nyct_subway_631S
nyct_subway_grand_central,nyct_subway_723N
nyct_subway_grand_central,nyct_subway_723S
nyct_subway_grand_central,nyct_subway_901N
nyct_subway_grand_central,nyct_subway_901S
nyct_subway_grand_st,nyct_subway_D22N
nyct_subway_grand_st,nyct_subway_D22S
nyct_subway_gun_hill_rd_irt_white_plains,nyct_subway_208N
nyct_subway_gun_hill_rd_irt_white_plains,nyct_subway_208S
nyct_subway_gun_hill_rd_irt_dyre_av,nyct_subway_503N
nyct_subway_gun_hill_rd_irt_dyre_av,nyct_subway_503S
nyct_subway_hewes_st,nyct_subway_M14N
nyct_subway_hewes_st,nyct_subway_M14S
nyct_subway_high_st,nyct_subway_A40N
nyct_subway_high_st,nyct_subway_A40S
nyct_subway_hoyt_schermerhorn_sts,nyct_subway_A42N
nyct_subway_hoyt_schermerhorn_sts,nyct_subway_A42S
nyct_subway_hunters_point_av,nyct_subway_720N
nyct_subway_hunters_point_av,nyct_subway_720S
nyct_subway_hunts_point_av,nyct_subway_613N
nyct_subway_hunts_point_av,nyct_subway_613S
nyct_subway_intervale_av,nyct_subway_218N
nyct_subway_intervale_av,nyct_subway_218S
nyct_subway_jackson_hts_roosevelt_av_74_st,nyct_subway_G14N
nyct_subway_jackson_hts_roosevelt_av_74_st,nyct_subway_G14S
nyct_subway_jackson_hts_roosevelt_av_74_st,nyct_subway_710N
nyct_subway_jackson_hts_roosevelt_av_74_st,nyct_subway_710S
nyct_subway_jamaica_179_st,nyct_subway_F01N
nyct_subway_jamaica_179_st,nyct_subway_F01S
nyct_subway_jamaica_center,nyct_subway_G05N
nyct_subway_jamaica_center,nyct_subway_G05S
nyct_subway_jay_st_metrotech,nyct_subway_A41N
nyct_subway_jay_st_metrotech,nyct_subway_A41S
nyct_subway_jay_st_metrotech,nyct_subway_R29N
nyct_subway_jay_st_metrotech,nyct_subway_R29S
nyct_subway_junction_blvd,nyct_subway_707N
nyct_subway_junction_blvd,nyct_subway_707S
nyct_subway_junius_st_livonia,nyct_subway_254N
nyct_subway_junius_st_livonia,nyct_subway_254S,
nyct_subway_junius_st_livonia,nyct_subway_L26N,
nyct_subway_junius_st_livonia,nyct_subway_L26S,
nyct_subway_kew_gardens_union_tpke,nyct_subway_F06N
nyct_subway_kew_gardens_union_tpke,nyct_subway_F06S
nyct_subway_kings_hwy_bmt_brighton,nyct_subway_D35N
nyct_subway_kings_hwy_bmt_brighton,nyct_subway_D35S
nyct_subway_kings_hwy_ind_culver,nyct_subway_F35N
nyct_subway_kings_hwy_ind_culver,nyct_subway_F35S
nyct_subway_kings_hwy_bmt_sea,nyct_subway_N08N
nyct_subway_kings_hwy_bmt_sea,nyct_subway_N08S
nyct_subway_kingsbridge_rd_ind_concourse,nyct_subway_D04N
nyct_subway_kingsbridge_rd_ind_concourse,nyct_subway_D04S
nyct_subway_kingston_av_irt_eastern,nyct_subway_249N
nyct_subway_kingston_av_irt_eastern,nyct_subway_249S
nyct_subway_liberty_av,nyct_subway_A52N
nyct_subway_liberty_av,nyct_subway_A52S
nyct_subway_lorimer_st_metropolitan_av,nyct_subway_L10N
nyct_subway_lorimer_st_metropolitan_av,nyct_subway_L10S
nyct_subway_lorimer_st_metropolitan_av,nyct_subway_G29N
nyct_subway_lorimer_st_metropolitan_av,nyct_subway_G29S
nyct_subway_lorimer_st_bmt_jamaica,nyct_subway_M13N
nyct_subway_lorimer_st_bmt_jamaica,nyct_subway_M13S
nyct_subway_mets_willets_point,nyct_subway_702N
nyct_subway_mets_willets_point,nyct_subway_702S
nyct_subway_middletown_rd,nyct_subway_603N
nyct_subway_middletown_rd,nyct_subway_603S
nyct_subway_morris_park,nyct_subway_505N
nyct_subway_morris_park,nyct_subway_505S
nyct_subway_myrtle_wyckoff_avs,nyct_subway_L17N
nyct_subway_myrtle_wyckoff_avs,nyct_subway_L17S
nyct_subway_myrtle_wyckoff_avs,nyct_subway_M08N
nyct_subway_myrtle_wyckoff_avs,nyct_subway_M08S
nyct_subway_myrtle_av,nyct_subway_M11N
nyct_subway_myrtle_av,nyct_subway_M11S
nyct_subway_neptune_av,nyct_subway_F39N
nyct_subway_neptune_av,nyct_subway_F39S
nyct_subway_nereid_av,nyct_subway_204N
nyct_subway_nereid_av,nyct_subway_204S
nyct_subway_nevins_st,nyct_subway_234N
nyct_subway_nevins_st,nyct_subway_234S
nyct_subway_new_lots_av,nyct_subway_257N
nyct_subway_new_lots_av,nyct_subway_257S
nyct_subway_62_st_new_utrecht,nyct_subway_N04N
nyct_subway_62_st_new_utrecht,nyct_subway_N04S
nyct_subway_62_st_new_utrecht,nyct_subway_B16N
nyct_subway_62_st_new_utrecht,nyct_subway_B16S
nyct_subway_newkirk_plaza,nyct_subway_D31N
nyct_subway_newkirk_plaza,nyct_subway_D31S
nyct_subway_nostrand_av_irt_eastern,nyct_subway_A46N
nyct_subway_nostrand_av_irt_eastern,nyct_subway_A46S
nyct_subway_parkchester,nyct_subway_608N
nyct_subway_parkchester,nyct_subway_608S
nyct_subway_parsons_blvd,nyct_subway_F03N
nyct_subway_parsons_blvd,nyct_subway_F03S
nyct_subway_pelham_bay_park,nyct_subway_601N
nyct_subway_pelham_bay_park,nyct_subway_601S
nyct_subway_pelham_pkwy_irt_white_plains,nyct_subway_211N
nyct_subway_pelham_pkwy_irt_white_plains,nyct_subway_211S
nyct_subway_pelham_pkwy_irt_dyre,nyct_subway_504N
nyct_subway_pelham_pkwy_irt_dyre,nyct_subway_504S
nyct_subway_pennsylvania_av,nyct_subway_255N
nyct_subway_pennsylvania_av,nyct_subway_255S
nyct_subway_president_st,nyct_subway_241N
nyct_subway_president_st,nyct_subway_241S
nyct_subway_prospect_park,nyct_subway_D26N
nyct_subway_prospect_park,nyct_subway_D26S
nyct_subway_queens_plaza,nyct_subway_G21N
nyct_subway_queens_plaza,nyct_subway_G21S
nyct_subway_queensboro_plaza,nyct_subway_718N
nyct_subway_queensboro_plaza,nyct_subway_718S
nyct_subway_queensboro_plaza,nyct_subway_R09N
nyct_subway_queensboro_plaza,nyct_subway_R09S
nyct_subway_rockaway_av_irt_new_lots,nyct_subway_253N
nyct_subway_rockaway_av_irt_new_lots,nyct_subway_253S
nyct_subway_rockaway_av_ind_fulton,nyct_subway_A50N
nyct_subway_rockaway_av_ind_fulton,nyct_subway_A50S
nyct_subway_roosevelt_island,nyct_subway_B06N
nyct_subway_roosevelt_island,nyct_subway_B06S
nyct_subway_saratoga_av,nyct_subway_252N
nyct_subway_saratoga_av,nyct_subway_252S
nyct_subway_sheepshead_bay,nyct_subway_D39N
nyct_subway_sheepshead_bay,nyct_subway_D39S
nyct_subway_smith_9_sts,nyct_subway_F22N
nyct_subway_smith_9_sts,nyct_subway_F22S
nyct_subway_spring_st_ind_8_av,nyct_subway_A33N
nyct_subway_spring_st_ind_8_av,nyct_subway_A33S
nyct_subway_steinway_st,nyct_subway_G19N
nyct_subway_steinway_st,nyct_subway_G19S
nyct_subway_sterling_st,nyct_subway_242N
nyct_subway_sterling_st,nyct_subway_242S
nyct_subway_sutphin_blvd_ind_queens,nyct_subway_F04N
nyct_subway_sutphin_blvd_ind_queens,nyct_subway_F04S
nyct_subway_sutphin_blvd_archer_av,nyct_subway_G06N
nyct_subway_sutphin_blvd_archer_av,nyct_subway_G06S
nyct_subway_sutter_av,nyct_subway_251N
nyct_subway_sutter_av,nyct_subway_251S
nyct_subway_tremont_av,nyct_subway_D07N
nyct_subway_tremont_av,nyct_subway_D07S
nyct_subway_utica_av,nyct_subway_A48N
nyct_subway_utica_av,nyct_subway_A48S
